amazon_identifier,product_name,product_price,review_date,review_title,number_of_stars,verified_purchase,review_body,number_found_helpful
B075W94KB3,"ZonLi Premium Weighted Blanket for Adults Women, Men, Children | Great...",159,2018-04-29T00:00:00Z,"very comfortable, and very relaxing",5,1,"The weight is spectacular and has me asleep in 10 minutes at most. Very warm, very comfortable, and very relaxing. The blanket shifts around in the duvet, but you can tug it into place pretty easily. Great product.",0
B075W94KB3,"ZonLi Premium Weighted Blanket for Adults Women, Men, Children | Great...",159,2018-04-29T00:00:00Z,worth the $,5,1,fabulous,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-09T00:00:00Z,Soft and the perfect weight!,5,1,"I have been wanting to buy a weighted blanket for such a long time, and I am so glad I purchased this one! Itâ€™s the perfect weight for my size and the cover for it is super soft. I mostly wanted this for calming and relaxation purposes and it is perfect :)",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-10T00:00:00Z,Cover is very poor quality,2,1,"I was looking for a blanket for my extremely restless child.  Unfortunately, this item has a cover that does not fit well.  The cover ties to 9 spots surrounding the blanket.  This means the blanket flops around and gets all wadded up inside the cover and does not lay flat.  Upon arrival the stitching of cover was also unraveling all over.  The blanket itself might be fine but they really sent a cheap poorly made cover to surround the blanket.  A blanket this expensive should be of much higher quality, in my opinion.  Boxed it back up immediately...and I hate the hassle of returning things so this should tell you how unimpressed I was",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-10T00:00:00Z,I love this blanket,5,1,I love this blanket. It really helps me with my anxiety. Makes you feel like you are being hugged.,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-10T00:00:00Z,but I love it too,5,1,"Got it for my boyfriend...I thought it would be too hot, but I love it too!  Too bad he doesn't want to share.  Wish it came in a King size, but otherwise, it is fantastic.  Great quality and value",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-11T00:00:00Z,but once lay down it was super soft and comfy,5,1,"Was afraid it was too heavy, but once lay down it was super soft and comfy. Weight was distributed evenly and not at all heavy like I expected.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-13T00:00:00Z,Amazinf,5,1,12 lb 60x80 blanket is awesome. I love it. I didn't get the blanket per my weight. But I absolutely love it and I sleep awesome. The cover for the weighted blanket is thick and I wanna get a different one. I'll be on a mission for one lol. Oh! And my cat is obsessed with it,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-13T00:00:00Z,In love with this blanket,5,1,In love with this blanket. The whole family fights over it. My husband has restless leg syndrome and has a hard time falling asleep. This has really helped him!,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-13T00:00:00Z,This is a miracle blanket. I bought this because ...,5,1,"This is a miracle blanket.  I bought this because of my daughters sensory issues.  She tosses and turns a lot while sleeping.  Usually she is up everyday at 8 on the weekends, now if you let her, she would remain sound asleep until 11.  She also now looks totally rested instead of having dark circles under her eyes.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-14T00:00:00Z,Good night sleep,5,1,Works great get the best night sleep with it just dont use as main blanket on the bed,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-16T00:00:00Z,Five Stars,5,1,This is like a giant hug! I have anxiety and LOVE snuggling up under it.,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-16T00:00:00Z,It helps a lot with my anxiety I love it,5,1,It helps a lot with my anxiety  I love it,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-16T00:00:00Z,Very comfortable,5,1,Perfect for my child who has anxiety! Warm and comfortable,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-17T00:00:00Z,Gives instant relief and sense of security,5,1,Gives instant relief and sense of security. Nice to toach and comfortable to sleep.,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-17T00:00:00Z,Sleep has been great though as the snug fit and layover of the ...,5,1,"This blanket was very interesting, we got the 15lb version and it feels much heavier.  Sleep has been great though as the snug fit and layover of the blanket is just a comforting experience.  I have not used a weighted blanket before but I am happy with the feel and quality of this one.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-17T00:00:00Z,This blanket is amazing! It is exactly what I was looking for,5,1,This blanket is amazing! It is exactly what I was looking for. The weight is perfect and the cover is very soft!,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-18T00:00:00Z,Beautiful,5,1,"What a pleasant surprise, I hadn't realized this weighted blanket comes with an extremely soft and easy to take care of coverlet, beautiful.  This weight seems to be perfect for my daughter and she loves it.  Her sleep time as improved dramatically!",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-18T00:00:00Z,"Cozy, soft, feel good weight",5,1,"I have always wanted to try this, but I was a bit nervous by the price tag. Lucky for me, I was able to get one at a discount in return for my honest review. I got the 15lb Navy version. The outer cover is very soft, which is one of my requirements in blankets. I wouldn't say it was navy; it was more of an indicolyte or muted royal-blue. Very nice color. The weighted part has little loops that you can tie the cover into. I was surprised how heavy it felt to maneuver.I wanted to do a good test, so I decided to lounge with it on the couch. I noticed how cozy and warm it was. This was great because it is still cold here. It might be too hot in the summer if there is not strong AC. I was also surprised how quickly I ""settled down"" and felt like I wanted to nap. I think this is going to be my go-to napping blanket. It just felt really good. I probably won't sleep with it at night because I sleep hot. All-in-all, I'm very happy with this purchase and am thinking of buying the smallest weight to help my dog when there are storms.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-18T00:00:00Z,High Quality Product,5,1,"As advertised, high quality weighted blanket arrived on time without any issues. Great price. I purchased this for an autistic little girl who will now be able to sleep alone.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-18T00:00:00Z,Wonderfully Weighted & Snuggly,5,1,"This blanket is ""like being hugged"" according to my son, who is falling asleep much easier this past week thanks to this blanket. I appreciate the easy to wash cover and the ties that keep the blanket flat inside the cover.  The outside is super soft and snuggly but doesn't make him get overheated in the night.  And the weighting is soft so having it under him is still soft and comfortable.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-18T00:00:00Z,Worth Investment,5,1,"This blanket was worth the investment for me.  I cannot offer an opinion on durability as Ive only had it for three weeks, but I sure sleep much more soundly.  Hoping to find another one as my son fell in love with it as well.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-19T00:00:00Z,... blanket comes with a detachable cover that allows for easy washing. The cover is very soft and soothing,5,1,This weighted blanket comes with a detachable cover that allows for easy washing. The cover is very soft and soothing. The weighted blanket works very well and is very comfortable to sleep under and a surprisingly great stress reliever. I bought the 60x80 15lbs blanket (I'm 6' 165lbs) and it is a great size for me.,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-19T00:00:00Z,Good quality materials and the cover is very soft,5,1,Good quality materials and the cover is very soft. Makes you feel secure. Fast shipping as always,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-19T00:00:00Z,I really tried to love it.,2,1,"This blanket is soft, and heavy as expected, yet it has a fatal flaw: it moves all over and the beads are not evenly distributed. Maybe I will invest in a more expensive blanket in a month or two, but Iâ€™m returning this one. I really tried to love it.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-19T00:00:00Z,The blanket and duvet cover are super easy to assemble,4,1,"The blanket and duvet cover are super easy to assemble. Although the blanket is heavy when you pick it up, when Iâ€™ve slept with it, I donâ€™t feel much difference then when sleeping with a couple of down blankets and quilts. Itâ€™s also been relatively cool and Iâ€™ve felt a little warm when sleeping at night with this. I think the product is very soft and well made, however I would suggest to go heavier than the recommendation chart. I sm between sizes and went up to 15 lbs and think maybe 18 would have felt more differently for me.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-19T00:00:00Z,"This blanket is great, with the video",5,1,"This blanket is great, with the video, it is really easy to put together. The cover is very soft and the weight feels like it is the perfect distribution.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-20T00:00:00Z,... honestly speechless - I cannot believe how much I LOVE this product,5,0,"I am honestly speechless - I cannot believe how much I LOVE this product, and how much better I sleep with it. It's night and day, no pun intended. This product, while expensive, has changed my life.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-20T00:00:00Z,Four Stars,4,1,Very soft and nice slept great last night!,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-20T00:00:00Z,Have only had it one night and love it! I usually have terrible sleep because I ...,5,1,Have only had it one night and love it! I usually have terrible sleep because I kick a lot and idk if I was still kicking but I woke up today feeling amazing!!!,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-21T00:00:00Z,Great purchase!,5,1,"Love it. I got the 20 lbs 60x80"" blanket in sage. I have a queen size bed and my husband and I are both able to sleep under it. We love using blankets year round but eventually it gets too hot. This gives you the weight of heavy blankets without being too hot. I sleep like a baby with it. The minky cover is very nice like a micro fleece. The recommendation is 10% body weight plus one or two pounds. I am 5'2"" 115 lbs and my husband is 6'2"" 185 lbs. For us the 20 lbs blanket id great. I like the extra heavy as I tend to sleep with more blankets. I would say go with the weight suggestion for children.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-22T00:00:00Z,LOVE IT,5,1,"I bought the 15lb. 60x80, Grey. Easy to put the blanket inside the soft cover. Itâ€™s heavy to pick up and carry but surprisingly does NOT feel heavy when sleeping under it. Iâ€™m 51, 5â€™3, 145 lbs with ADHD and anxiety.  It is very calming and soothing.Give it a try, you wonâ€™t regret it.It is expensive but no regrets. How much is your sanity worth?",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-23T00:00:00Z,Amazing!!!,5,1,This is just wow!!! Iâ€™m so happy with this blanket! Iâ€™m using it already for three nights and itâ€™s perfect. I ordered 10 LB -48â€�x72â€�. Iâ€™m 121 LB and 5.5 ft. And this weight and size of the blanket is perfect for me. Itâ€™s a pleasure to sleep under it. It really hugs you. And the plush cover is so nice and soft. Iâ€™m happy and definitely recommend!!!,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-24T00:00:00Z,Comfort of a hug,5,1,"Do you know that feeling when someone gives you a great big hug and you feel super relaxed afterwards... well this is pretty much that in a blanket!!!! I guess it depends on the person you are but if you like to cuddle or even lay watching a movie with your dog on your lap/body this gives you that similar feel good comfort!!!!I was a little perplexed at first with the item when it first arrived. I almost thought they sent me two blankets lol. But the outer cover can be removed and washed. Which is pretty darn convenient! I love this blanket and I weigh 140 and did the 12lb one and it was perfect!!!! Seriously this is a special type of luxury that feels like a treat when you go to bed. Yeah itâ€™s a little pricey, but after the first night itâ€™s worth it to me :)",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-24T00:00:00Z,Helps with anxiety... kind of..,3,1,"Feels nice to wrap your self in while youâ€™re laying down, but I wouldnâ€™t recommend using for sleep/ as a comforter. I used it for 3 nights and every night I felt like I was sleeping in a straight jacket. I bought a 15 lbs blanket and I weigh about 130 lbs. I kept waking up in the middle of the night because I felt trapped and couldnâ€™t move my arms and legs, which made me feel even more anxious and frustrated.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-26T00:00:00Z,Worth the price,5,1,"I want to live under this blanket. I always piled blankets on my bed even in the summer time, and then I found this. It's exactly what I needed! It's so soft, too.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-26T00:00:00Z,but otherwise it has helped a great deal. The pockets of sand or whatever is ...,5,1,"Very soft cover, though it is kind of awkward to put on due to the weight of the blanket. Fits only the top of the queen mattress, no over-hang. It does make me warm some nights, but otherwise it has helped a great deal. The pockets of sand or whatever is in them should maybe be smaller so that there is not so much shifting of weight.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-27T00:00:00Z,Five Stars,5,1,Best sleep of my life. This is a game changer.,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-28T00:00:00Z,Beautiful blanket but pockets are too big to hold the weight in one place,2,1,I really wish this blanket had smaller pockets. I mainly sleep on my side and even on my back the beds mostly fall to the side of me. Keeps the weight around my body not on it.Very nice blanket. Well made. Cover is great!Just not great with how big the pockets are that hold the weight.,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-28T00:00:00Z,Great Blanket !!!!,5,0,Very good quality blanket. Bought one for my husband he kind of turned his nose up at it at first but he doesn't sleep without it now. The weight of the blanket was perfect.  Before using the blanket he would flop around the bed like a fish out of water. Not anymore....  so not only is he getting a better sleep so am I. My son came home from college and fell in love with the blanket. I surprised him and  bought one for him too.  He so wanted to take it back to the dorm for the last 2 weeks he had left but it stayed behind. Now that he is out of school for the summer he's happy to be back at the house and able to use his weighted blanket. I highly recommend this brand. True quality!,0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-29T00:00:00Z,Blanket weight matters!,5,1,"Itâ€™s very soft and Iâ€™m impressed with the weight. 15lbs is heavier than I thought, if you weigh under 140 lbs. I recommend a lighter weight blanket. I can honestly say it truly helps you sleep better.",0
B078D837Z9,Restorology Weighted Blanket - Ultra Plush Gravity Blanket - Multiple...,178.99,2018-04-29T00:00:00Z,This blanket is for my 14 year old son. ...,5,1,"This blanket is for my 14 year old son.  He has had difficulty with sleep since birth, but he LOVES the feel of the pressure on him.  I hesitated buying this, but now wish I ordered a long time ago!!  Well worth every penny.  He slept in the basement and didn't bring it down with him and told me the next morning that he missed it!",0
B0798FV96S,"Bluetooth Headphones Over Ear, Rydohi Wireless Stereo Headset with...",22.99,2018-03-16T00:00:00Z,They are really comfortable and the sound is great,5,1,"Wow! I've just had these out of the boxï¼ŒThis headphones with a Mic, Wire and bluetooth options,They are really comfortable and the sound is great.I would recommend these headphones if you are looking for a cheap pair, they are good quality and a good price and worth your consideration.",0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2017-11-12T00:00:00Z,I would recommend buying these headphones,5,1,"I would recommend buying these headphones. Not only are they great for personal use but make great gifts. The headphones fold nicely and donâ€™t take up at lot of space when stored. Good colors and good sound, not really good at canceling out other nosies.",0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2017-12-16T00:00:00Z,Five Stars,5,0,"Excellent quality! Purchased for my 12 year old daugther, and she loves them!",0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2017-12-31T00:00:00Z,Five Stars,5,1,Fantastic!,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-01-06T00:00:00Z,Waste of money,1,1,Purchase these headphones and charged them. The light never cut on. Bluetooth never worked. The only way they could be used is with the wire. Waste of money. do not purchase,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-01-15T00:00:00Z,Five Stars,5,1,Great headsets very loud almost better than beats,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-01-22T00:00:00Z,Five Stars,5,1,This was christmas gifts and my niece loves it.,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-01-23T00:00:00Z,Awesome customer service & even better product!,5,1,"I had a little minor issue which and contacted the vendor. Let me tell that was so impressed with the prompt and friendly customer service I received. I'd definitely purchase products from them again. PLUS, I love the headset. Easy setup,  love the color and so far sound is great!",0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-01-26T00:00:00Z,Great choice for over the ear headphones,5,1,"I really love these! Earbuds hurt my ears, so Iâ€™ve been looking for over the ear headphones. I love the rose gold color. The fit is perfect. I am able to make calls with them or just listen to music. The clarity is fantastic. I love how easy they are o transport as well.",0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-01-27T00:00:00Z,My kids are all about blue tooth headphones! My ...,5,1,"My kids are all about blue tooth headphones! My oldest daughter LOVES rose gold, so these were right up her alley!",0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-01-29T00:00:00Z,Good sound quality and range,5,1,These work really well. Good sound quality and range. I like that it comes with a cord in case the batteries die and you donâ€™t have a charger handy.,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-02-06T00:00:00Z,works as described and connects easily with the mobile phone,5,0,"Met the expectations, works as described and connects easily with the mobile phone.",0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-02-08T00:00:00Z,Cheap,2,0,"Battery kind of dies quickly, good for a substitute but will be buying a different brand and something more sturdy feeling because these feel flimsy.",0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-02-14T00:00:00Z,I recommend these headphones,5,0,I love them they're perfect,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-03-06T00:00:00Z,Five Stars,5,1,The headphones came just 3 days after I ordered them. They are everything I thought they would be!,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-03-08T00:00:00Z,Five Stars,5,1,beautiful and my daughter loved it,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-03-09T00:00:00Z,Music and sound blockin quality is good. Phone is a bit muffled,4,1,"Music and sound blockin quality is good. Phone is a bit muffled, but still can understand the person. Just sounds like the person is in a tin can",0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-03-11T00:00:00Z,Five Stars,5,1,I like the fact that I don't have to plug the headphones into my devices. Thank you!!!,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-03-13T00:00:00Z,Good Starter Wireless Headphones for Young Teenager,5,1,Bought these for my 13 year old daughter to see how she did with wireless headphones before spending a ton of money on the expensive ones. She likes them a lot. They're very comfortable and the sound quality is good. They match her rose gold iPhone really well.,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-03-26T00:00:00Z,Good product,5,0,They are really good headphones so far. The color is really nice.,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-03-30T00:00:00Z,Cute Pink!,5,1,Love them.  Really wanted some Beats but just cant afford them at the moment.  These works great and super cute!,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-04-08T00:00:00Z,Good Headphones!,4,1,"Great headphones! A little bulky, but cute and the charge lasts a long time.",0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-04-14T00:00:00Z,Great!,5,1,Easy to connect and battery last a long time!,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-04-23T00:00:00Z,Five Stars,5,1,Love them great price and the battery pack last very long too,0
B0762G32SN,"Wireless Headphones Over Ear, JIUHUFH Foldable Wireless Bluetooth...",23.99,2018-04-28T00:00:00Z,One Star,1,1,Was great until it started buzzing and stopped working with less than month of use.,0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-18T00:00:00Z,Good quality for the money,5,1,Well made. Buying another one,0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-18T00:00:00Z,Love the head phones,5,1,These headphones are awesome. They are wireless but also can be hooked up to cord.  They charge just like a cell phone u can listen to radio or any thing electronic. This is by far the best pair yet I've had.,0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-18T00:00:00Z,Received wrong color.,3,1,"So far OK, look real nice. Haven't opened and used yet as was for a gift. I did order the white color but black came, hate the hassle of returns so will just make due.",0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-20T00:00:00Z,I feel like i have invested my money in the right thing,5,1,My niece is so happpppyyyyyy to see this headphone. she was dancing all day by playing songs on this headphone and listening to music.I feel like i have invested my money in the right thing. so happy to see my little kiddo happy.A must buy for everyone who have children at home.,0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-22T00:00:00Z,limited volume and comfortable. Headphone already charge when received,4,1,"Product as describe, limited volume and comfortable. Headphone already charge when received. It's easy to connect Bluetooth to the G8 phone by follow simple instruction on manual guide. Turn on the headphone by switch, flashing LED light on until turn blue w/ phone set on pair until B-01 show up. Volume is limited when playing music but is high when check the status of headphone. I was worried headphone is small since is for ""KIDS"", w/ adjustment headband is fit me. Headphone collapse into smaller size. Its would be nice if come with pouch.",0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-23T00:00:00Z,My son love these earphones,5,0,"My son love these earphones. We recently bought him a tablet and I got the earphones to go it.They are so easy to use.they are really soft. They can fold and get adjusted,I even fit on them. It has FM RADIO havenâ€™t had the chance to use that mode but so far the earphones work great..",0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-23T00:00:00Z,"beautiful, wireless headphones",5,1,"Stylish, beautiful, wireless headphones. My daughter is very excited from purchasing, head size is suitable from child to teen. The sound is pure and soft  for children's ears. I like our choice.",0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-24T00:00:00Z,Gift for my boy...awesome!,5,1,"My son couldn't be more happier than he is with this awesome Bluetooth headphones, first his favorite color, he likes the sound and he can connect it by himself.. It fitted perfectly on his ears I'm just happy he's enjoying them.. Really recommend..",0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-25T00:00:00Z,Really nice headphones. My little one likes to max the ...,5,1,Really nice headphones. My little one likes to max the volume and these wonâ€™t mess up his ears. Prefect the younger kids. I like that they fold up so they donâ€™t take up a lot of space. Also has great battery life.,0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-25T00:00:00Z,love the light blue color and he was excited to ...,5,1,"Cute headphones, fit my son perfectly, love the light blue color and he was excited to have his own set!",0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-26T00:00:00Z,Absolutely love this for my 2 year old,5,0,It was super easy to set up/use. I love that it had fm radio. The woman's accent is hard to understand but wasn't an issue. My son is 2 and the head phones fit great. They also fit me as well. Super comfortable and very clear audio. The color was just as seen on the picture. So happy I bought this for my son!!!,0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-26T00:00:00Z,Awsome headphones,5,1,Awsome headphones.great for the kind on those long drives when all you wanna do is hear your music and they wanna watch youtube,0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-26T00:00:00Z,Light and comfy,5,1,Bought it for my toddler and it fits her well. Itâ€™s light comfy on the head and ear and not too snug at all. Itâ€™s easy to pair and sync with any device. It blocks out outside noise when the sound is on max.,0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-26T00:00:00Z,Wrong Color Delivered,2,1,"Two stars because I ordered a white pair. A black pair arrived.The product works fine and as expected. The build quality feels pretty cheap. But the price was cheap, so you get what you pay for. They fit my theee year old well and she seems to enjoy them.",0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-27T00:00:00Z,Very nice headphones! I was very surprise with the quality,5,1,Very nice headphones! I was very surprise with the quality. The wireless option work great paired with my daughters laptop. She loved them and was very happy. She likes the fact that they fold easy enough for her to carry in her backpack without worrying sheâ€™ll bend or break them.,0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-28T00:00:00Z,Works great.,5,1,Great set of headphones. Very easy to use. Bluetooth picks up easily and works great. Nice sound. This seller I would recommend. Fast shipping.,0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-28T00:00:00Z,easily connects to bluetooth and to be honest i was ...,5,1,Quality stereo headphones perfectly fit for my toddlers! easily connects to bluetooth and to be honest i was not expecting its sound to be good but I underestimated it and the sound was so good.,0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-29T00:00:00Z,All there.  For everyone,5,1,"This headphones are designed for kids.  Not too loud for their protection.  Is amall,  but can be adjusted for older children and even for me. Have a built in FM radio,  this are the first Bluetooth headphones I owned with this feature. My kids are all happy with it.  Since it do not need to be used wired (It can) ,  the baby can spin around  dancing very cute. If you do not have a device to connect,  just listen and dance to the radio.  Gaming systems like DS,  can be connected with an output cable. It switches from Bluetooth to radio in the Mode button.  It have volume control and skip the song/ control  the volume choices too.  This headphones have everything,  they didn't forget a single detail.",0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-29T00:00:00Z,Great product,5,1,Got this headphones as a gift for my niece. Pink is her favorite color. The volume is safe for children and it works great.,0
B077WV65JH,"Wireless Bluetooth Headphones for Kids Boys Girls On Ear,Built-in...",19.99,2018-04-29T00:00:00Z,Ok,3,1,These are ok. We have a issue with them staying connected using bluetooth,0
B07BCF19KB,"Bluetooth Headphones Over-Ear, RLERON Wireless Headsets, Computer...",22.98,2018-04-06T00:00:00Z,Stylish with good sound,4,1,These over ear headphones are great if you want something wireless but is more comfortable than traditional earbuds. Iâ€™ve used wireless in ear ones for a while and they always end up hurting my ears after a while. These give you the comfort without compromising the sound.,0
B07BCF19KB,"Bluetooth Headphones Over-Ear, RLERON Wireless Headsets, Computer...",22.98,2018-04-08T00:00:00Z,My husbandâ€™s headphone is broken. I buy this one ...,5,1,My husbandâ€™s headphone is broken. I buy this one for him. He is very excited and he loves the color very much!,0
